email,item_name,details
jeffersonnancy@nelson.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
jeffersonnancy@nelson.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
mmcdowell@watkins-jordan.biz,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
shanejohnson@norton-carter.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
shanejohnson@norton-carter.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
norrisanthony@brock.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
michelle34@hernandez.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
michelle34@hernandez.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
jasminesmith15@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
lararick@cooper.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
lararick@cooper.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
obrown@green.biz,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jennifer7029@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
ymorales51@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
rhondagoodwin@benitez.info,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
millerwendy@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
jordanlynch@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
sarah75@robinson-davis.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
cbrown58@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
christopher6553@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
christopher6553@gmail.com,King Foam Pillow,"[""King"",""Foam"",""Pillow""]"
xcraig@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
bartonjared@garner.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
fhudson@browning-yang.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
maria39@guerrero-hudson.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
deanangie@gmail.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
deanangie@gmail.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
warnerrachel@myers.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
njones@chapman-ferrell.org,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
mariolee@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
miguel04@mendoza.org,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
miguel04@mendoza.org,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
greenjeffery@herrera.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
william2943@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
josephmills@miller.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
ggarcia@martin-sullivan.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
vickiemiller@palmer.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
elynch18@yahoo.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
joseph72@miller-murphy.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
gwendolynreynolds@hotmail.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
gwendolynreynolds@hotmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
ethan36@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
blankenshipdonald@stewart.com,Premium Queen Mattress,"[""Premium"",""Queen"",""Mattress""]"
katherine98@rodriguez.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
bentleyrobert@bailey.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
megan52@gmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
chase0026@gmail.com,Standard Twin Mattress,"[""Standard"",""Twin"",""Mattress""]"
oaguilar19@yahoo.com,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
ymorrison30@gmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
allenchristopher@griffin.org,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
adavis50@hotmail.com,Premium Full Mattress,"[""Premium"",""Full"",""Mattress""]"
gjones87@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
karenosborne@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
karenosborne@yahoo.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
lyoung@price.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
nicholsrobert@gmail.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
jtaylor@holder.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
deborahscott@hotmail.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
lynchdavid@hughes.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
joneschelsea@thompson-alvarado.org,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
raymondbrooks@yahoo.com,Standard King Mattress,"[""Standard"",""King"",""Mattress""]"
zacharysingh@byrd.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
wtaylor@walker.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
katrina98@price.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
rhenry@ramsey-reed.biz,Premium King Mattress,"[""Premium"",""King"",""Mattress""]"
craignicole@hotmail.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
brittanyjohnson@yahoo.com,Standard Down Pillow,"[""Standard"",""Down"",""Pillow""]"
anita06@ray-taylor.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
jonathan4073@yahoo.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
mooregabriel@paul.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
patricia58@richards-ruiz.net,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
mary49@romero.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
cassie75@hammond-lopez.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
tylerrobert@guerrero.com,Standard Full Mattress,"[""Standard"",""Full"",""Mattress""]"
hvalencia@yahoo.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
hvalencia@yahoo.com,King Down Pillow,"[""King"",""Down"",""Pillow""]"
conleyrebecca@yahoo.com,Standard Foam Pillow,"[""Standard"",""Foam"",""Pillow""]"
amywalter@young.com,Premium Twin Mattress,"[""Premium"",""Twin"",""Mattress""]"
brobertson@frank.com,Standard Queen Mattress,"[""Standard"",""Queen"",""Mattress""]"
